"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"weight"	"symbol"	"description"
"ENSG00000000003"	4564.42175820777	-0.206849910080176	0.1139750911703	-1.81486944170199	0.0695439756396976	0.181872515112982	1	"TSPAN6"	"tetraspanin 6"
"ENSG00000000005"	19.3262906052766	0.354965604533066	0.420794075433674	0.843561317176899	0.398914587998084	0.591270979265753	1	"TNMD"	"tenomodulin"
"ENSG00000000419"	1261.2485862106	-0.01057728588543	0.0668144404818316	-0.158308380780442	0.874213804512008	0.933329358712842	1	"DPM1"	"dolichyl-phosphate mannosyltransferase subunit 1, catalytic"
"ENSG00000000457"	571.246695881786	0.0413277624229878	0.0799315360365696	0.517039512465767	0.605128576637362	0.760570180305333	1	"SCYL3"	"SCY1 like pseudokinase 3"
"ENSG00000000460"	267.877240941539	-0.409943387854129	0.144942938328329	-2.82830879918767	0.00467946445239642	0.0252164680317075	1	"C1orf112"	"chromosome 1 open reading frame 112"
"ENSG00000000938"	313.578031864815	-0.0781640372106947	0.143533317128841	-0.544570687658054	0.586048819395699	0.746761203804509	1	"FGR"	"FGR proto-oncogene, Src family tyrosine kinase"
"ENSG00000000971"	50662.9637446845	0.180119893384043	0.177876334841427	1.01261302434984	0.311245036295568	0.507235300679373	0.994153667792886	"CFH"	"complement factor H"
"ENSG00000001036"	2974.02250559904	-0.0455078685392653	0.104720654610256	-0.434564400964014	0.66387863948967	0.801654627640492	1	"FUCA2"	"alpha-L-fucosidase 2"
"ENSG00000001084"	3625.37623025943	-0.443304455721678	0.117484501267643	-3.77330159245243	0.000161101344946484	0.00181199136494263	1	"GCLC"	"glutamate-cysteine ligase catalytic subunit"
"ENSG00000001167"	1093.25407221377	0.0169352749226792	0.0932648074850928	0.181582693186667	0.855910231878873	0.923000071985738	1	"NFYA"	"nuclear transcription factor Y subunit alpha"
"ENSG00000001460"	320.552814359768	-0.60224179171277	0.11384339201034	-5.29009001820739	1.22256173745854e-07	4.61478367228022e-06	1	"STPG1"	"sperm tail PG-rich repeat containing 1"
"ENSG00000001461"	995.159324898114	-0.135008386014252	0.101395162873634	-1.3315071664958	0.183022188502287	0.35680128535675	1	"NIPAL3"	"NIPA like domain containing 3"
"ENSG00000001497"	2306.40204171882	-0.00283580311373578	0.0773624944329193	-0.0366560454716813	0.970759255702029	0.988620397183676	1	"LAS1L"	"LAS1 like ribosome biogenesis factor"
"ENSG00000001561"	873.427836870476	-0.0365483761852131	0.162531454551061	-0.224869557010769	0.822080752776056	0.902220105728739	1	"ENPP4"	"ectonucleotide pyrophosphatase/phosphodiesterase 4"
"ENSG00000001617"	1493.10122397089	0.00834955371729924	0.107829649243599	0.0774328190425316	0.938279233329043	0.970036376610949	1	"SEMA3F"	"semaphorin 3F"
"ENSG00000001626"	775.831793818199	0.230440610634671	0.418934718304868	0.550063292837368	0.582275962553034	0.744255002285961	1	"CFTR"	"CF transmembrane conductance regulator"
"ENSG00000001629"	1464.38271456824	0.258220046530973	0.0946999175421445	2.72671881066904	0.00639675249248833	0.0282177878947952	1.17808928783864	"ANKIB1"	"ankyrin repeat and IBR domain containing 1"
"ENSG00000001630"	178.15487215055	0.211366241571614	0.219777370824202	0.961728865801583	0.336185818449085	0.530918104390399	1	"CYP51A1"	"cytochrome P450 family 51 subfamily A member 1"
"ENSG00000001631"	211.788014515664	0.146351343546833	0.0716204868328772	2.04342849397739	0.0410100391891551	0.124994952714512	1	"KRIT1"	"KRIT1 ankyrin repeat containing"
"ENSG00000002016"	305.969339653022	0.123059444670883	0.0962319316744542	1.2787797410862	0.200974629923695	0.376905480096259	1.01246142151492	"RAD52"	"RAD52 homolog, DNA repair protein"
"ENSG00000002330"	549.128625419583	0.134301172908404	0.107586932778444	1.2483037618051	0.211919837113342	0.393765841122819	1	"BAD"	"BCL2 associated agonist of cell death"
"ENSG00000002549"	5554.44627277146	0.0393454957440129	0.12237837402268	0.321506933379595	0.747826258868449	0.861426855838101	0.994153667792886	"LAP3"	"leucine aminopeptidase 3"
"ENSG00000002586"	10089.594638009	-0.262761855571451	0.102524738960885	-2.56291172486378	0.0103798435756831	0.0457034972944807	1	"CD99"	"CD99 molecule (Xg blood group)"
"ENSG00000002587"	205.051541640615	0.27272871663154	0.172244115420093	1.58338481385196	0.113333782157946	0.256176872006818	1	"HS3ST1"	"heparan sulfate-glucosamine 3-sulfotransferase 1"
"ENSG00000002745"	18.432822054248	-1.62897042543898	0.352669236024231	-4.61897511618241	3.85640096670768e-06	8.62214634131008e-05	1	"WNT16"	"Wnt family member 16"
"ENSG00000002746"	47.1277107604752	-0.166847939218244	0.305048102971301	-0.546956160661458	0.584408850866311	0.740365771659634	1.01246142151492	"HECW1"	"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1"
"ENSG00000002822"	63.8914077101598	1.38681888044882	0.248643205974629	5.57754584531189	2.43935508072266e-08	1.17103157378383e-06	1	"MAD1L1"	"mitotic arrest deficient 1 like 1"
"ENSG00000002834"	10580.7826914009	0.197703807972622	0.0944944473509054	2.09222672352851	0.0364182390308837	0.114802101234187	1	"LASP1"	"LIM and SH3 protein 1"
"ENSG00000002919"	1049.4644324812	-0.0800968028629859	0.0742851550865151	-1.07823430899084	0.280929204498653	0.474126358424926	1	"SNX11"	"sorting nexin 11"
"ENSG00000002933"	32538.5786468792	0.000236689621993066	0.16386432939337	0.00144442431656296	0.998847516539316	1	1	"TMEM176A"	"transmembrane protein 176A"
"ENSG00000003056"	1840.19041995672	-0.0308487277714681	0.114755131488669	-0.268822207523801	0.788066503058942	0.882717367685892	1	"M6PR"	"mannose-6-phosphate receptor, cation dependent"
"ENSG00000003096"	275.835350604576	-0.43355287253685	0.201113308309257	-2.15576421163618	0.0311020813328911	0.10151531183619	1.01246142151492	"KLHL13"	"kelch like family member 13"
"ENSG00000003137"	279.21884378644	0.421425335624966	0.281462237827418	1.49727131738137	0.13432267498312	0.288191540102286	1	"CYP26B1"	"cytochrome P450 family 26 subfamily B member 1"
"ENSG00000003147"	674.216797475844	-0.0542908111496117	0.194599441937743	-0.278987496618724	0.780254420214351	0.878567334324917	1	"ICA1"	"islet cell autoantigen 1"
"ENSG00000003249"	2417.78993536486	-0.3619306526318	0.19506113696197	-1.8554728956715	0.0635287262579319	0.170784459500701	1	"DBNDD1"	"dysbindin domain containing 1"
"ENSG00000003393"	1416.81305370184	0.103906610717326	0.0795190322536827	1.30668857218787	0.191318501402717	0.367627399876215	1	"ALS2"	"alsin Rho guanine nucleotide exchange factor ALS2"
"ENSG00000003400"	691.867044223785	0.166760809182383	0.0876831305062842	1.90185738373508	0.0571898018680358	0.158328874708583	1	"CASP10"	"caspase 10"
"ENSG00000003402"	3801.84805261575	0.314878626878594	0.0661863400620221	4.7574563963429	1.96047586056251e-06	4.84654011705484e-05	1	"CFLAR"	"CASP8 and FADD like apoptosis regulator"
"ENSG00000003436"	10686.5790838991	-1.22546014987608	0.18861738727787	-6.49706884164786	8.1899991571766e-11	8.20926974342878e-09	1	"TFPI"	"tissue factor pathway inhibitor"
"ENSG00000003509"	546.536986854749	-0.0321341109384182	0.0645341611250852	-0.497939546717488	0.618526652338689	0.792801700907258	0.950711053979896	"NDUFAF7"	"NADH:ubiquinone oxidoreductase complex assembly factor 7"
"ENSG00000003756"	1813.60972683547	-0.378832941299321	0.0676333133821861	-5.60127727527691	2.1277805894224e-08	1.04660481940744e-06	1	"RBM5"	"RNA binding motif protein 5"
"ENSG00000003987"	154.575354532136	-0.749874283510413	0.253116735649113	-2.96256303079832	0.00305089338238044	0.0182777781341205	1	"MTMR7"	"myotubularin related protein 7"
"ENSG00000003989"	7172.4129332594	-0.357756537778107	0.204126919713901	-1.75261811758846	0.0796675792661732	0.200649257915311	1	"SLC7A2"	"solute carrier family 7 member 2"
"ENSG00000004059"	3565.55016322055	0.0355415552659648	0.0784701601193242	0.452930836536069	0.65059854538319	0.792801700907258	1	"ARF5"	"ADP ribosylation factor 5"
"ENSG00000004139"	207.473180764677	-0.0895357358089398	0.138360909398728	-0.647117283328315	0.517556040277498	0.692629692407718	1	"SARM1"	"sterile alpha and TIR motif containing 1"
"ENSG00000004142"	9893.81150919093	0.0249445954062404	0.0753261713955203	0.331154430712561	0.740527839037482	0.8540090944638	1	"POLDIP2"	"DNA polymerase delta interacting protein 2"
"ENSG00000004399"	5652.87826702184	-0.00442535765242668	0.112109840150089	-0.0394734097069636	0.968512952968939	0.987441030864374	1	"PLXND1"	"plexin D1"
"ENSG00000004455"	5583.00262694129	-0.0198366542676912	0.0771142833199209	-0.25723709556368	0.796995749134146	0.887178880656254	1	"AK2"	"adenylate kinase 2"
"ENSG00000004468"	290.939938095106	-0.0839621617295881	0.231484857127213	-0.36271124933	0.716820595452735	0.839193757694401	1	"CD38"	"CD38 molecule"
"ENSG00000004478"	4800.07958612759	0.289104860278731	0.09614732643178	3.00689442970483	0.00263931404984972	0.0163287022752113	1	"FKBP4"	"FKBP prolyl isomerase 4"
"ENSG00000004487"	2248.17518100261	-0.150774968171136	0.0658825823302489	-2.28854065578893	0.0221060553272852	0.0800003118761704	1	"KDM1A"	"lysine demethylase 1A"
"ENSG00000004534"	2342.90817478702	-0.374201135063051	0.0817292100729217	-4.57854829049706	4.68214078910785e-06	8.64628969892326e-05	1.20959799759648	"RBM6"	"RNA binding motif protein 6"
"ENSG00000004660"	241.960046373716	0.119659663812362	0.144839080944292	0.826155917534338	0.408715650999589	0.600150173739275	1	"CAMKK1"	"calcium/calmodulin dependent protein kinase kinase 1"
"ENSG00000004700"	522.760770868463	-0.155156684827195	0.149309677700052	-1.03916026889355	0.298730205063321	0.493422957279692	1	"RECQL"	"RecQ like helicase"
"ENSG00000004766"	725.082950130949	0.185723327272207	0.0761120028036046	2.44013191653145	0.0146818994814201	0.0591940838311235	1	"VPS50"	"VPS50 subunit of EARP/GARPII complex"
"ENSG00000004776"	307.937226828426	-0.924344795949564	0.308605814028474	-2.99522806742804	0.00274239707189329	0.0168224799555377	1	"HSPB6"	"heat shock protein family B (small) member 6"
"ENSG00000004777"	292.200978828376	-0.320109517449956	0.129336774900548	-2.47500772843686	0.0133233292704489	0.0551616353828233	1	"ARHGAP33"	"Rho GTPase activating protein 33"
"ENSG00000004779"	2732.70053126477	0.275815692271713	0.0947535907352184	2.91087324640244	0.00360420198868363	0.0206489736899572	1	"NDUFAB1"	"NADH:ubiquinone oxidoreductase subunit AB1"
"ENSG00000004799"	9936.71532041671	-1.09766084527821	0.233295140058446	-4.70503091064484	2.53827493083296e-06	6.04925941557953e-05	1	"PDK4"	"pyruvate dehydrogenase kinase 4"
"ENSG00000004809"	4.86429065883802	-0.43259726778864	0.295149519413585	-1.46568853863676	0.142733158010047	0.300374225254735	1	"SLC22A16"	"solute carrier family 22 member 16"
"ENSG00000004838"	48.2413048579465	-0.314601134806262	0.181228672425217	-1.73593466528361	0.0825753875137925	0.203842977272059	1.01246142151492	"ZMYND10"	"zinc finger MYND-type containing 10"
"ENSG00000004846"	976.429488742075	-1.03388961522666	0.500300248047567	-2.06653828228435	0.0387776815494357	0.119875647407456	1	"ABCB5"	"ATP binding cassette subfamily B member 5"
"ENSG00000004864"	4758.2492945623	0.110692729018697	0.101740770987982	1.08798791225763	0.276600443847948	0.469315802876006	1	"SLC25A13"	"solute carrier family 25 member 13"
"ENSG00000004866"	1475.77806725204	-0.0957759682865224	0.101001650879069	-0.948261414075265	0.342996389114957	0.484993169721474	1.17808928783864	"ST7"	"suppression of tumorigenicity 7"
"ENSG00000004897"	1950.36555384364	0.00648118072120262	0.0637259522657698	0.101703944637387	0.91899167101707	0.959266503321706	1	"CDC27"	"cell division cycle 27"
"ENSG00000004948"	46.9435918420144	-0.613243430682141	0.350558482827072	-1.74933273825426	0.0802335200784451	0.201670093245326	1	"CALCR"	"calcitonin receptor"
"ENSG00000004961"	995.66484594152	0.0659151500522797	0.0737166232433208	0.89416941732002	0.371231252579115	0.566002918666305	1	"HCCS"	"holocytochrome c synthase"
"ENSG00000004975"	1309.31941545351	-0.119745842235745	0.0847747785286263	-1.41251731132875	0.157797697117941	0.322689241073181	1	"DVL2"	"dishevelled segment polarity protein 2"
"ENSG00000005001"	105.002659881485	-0.556630202945166	0.407474091767672	-1.3660505396317	0.171923100951725	0.342039654432853	1	"PRSS22"	"serine protease 22"
"ENSG00000005007"	5292.46863727362	0.2162745778464	0.0674342304253922	3.20719279336452	0.0013403713482969	0.00968086554192273	1	"UPF1"	"UPF1 RNA helicase and ATPase"
"ENSG00000005020"	1336.43654025087	-0.444362805578351	0.146710386254745	-3.02884353945309	0.00245491786161302	0.0153712652248399	1	"SKAP2"	"src kinase associated phosphoprotein 2"
"ENSG00000005022"	12842.7597443817	0.302558603879426	0.0977015477163816	3.09676367418175	0.00195645779624467	0.0128871065628701	0.994153667792886	"SLC25A5"	"solute carrier family 25 member 5"
"ENSG00000005059"	313.190986046415	0.381427177652241	0.178169135268326	2.14081511412067	0.032288950635718	0.104362757310135	1.01246142151492	"MCUB"	"mitochondrial calcium uniporter dominant negative subunit beta"
"ENSG00000005073"	30.4655476161769	-0.507990319205315	0.46707882638704	-1.08759012506462	0.276776092085602	0.469547038315611	1	"HOXA11"	"homeobox A11"
"ENSG00000005075"	2206.61026948575	0.128406439156523	0.120347425613036	1.06696456947405	0.285987835430708	0.479379272205943	1	"POLR2J"	"RNA polymerase II subunit J"
"ENSG00000005100"	844.46385949965	0.00833888699357592	0.0752989751671808	0.110743698371216	0.91181959279001	0.955567856792141	1	"DHX33"	"DEAH-box helicase 33"
"ENSG00000005102"	48.0802020541681	-0.389882963230947	0.277071826634929	-1.40715484488669	0.159381478034358	0.324919205263002	1	"MEOX1"	"mesenchyme homeobox 1"
"ENSG00000005108"	302.35924918637	-0.271686930362507	0.205588590749967	-1.32150781992045	0.186332096837216	0.361070465611944	1	"THSD7A"	"thrombospondin type 1 domain containing 7A"
"ENSG00000005156"	1048.52406121718	0.110553972530839	0.0776246520930525	1.42421214845913	0.154385069240609	0.318021778067868	1	"LIG3"	"DNA ligase 3"
"ENSG00000005175"	822.861405918063	0.0384511562659855	0.0599516758028736	0.641369165265977	0.521282861621547	0.695821617437535	1	"RPAP3"	"RNA polymerase II associated protein 3"
"ENSG00000005187"	884.930209110802	-0.781029777614057	0.211285349563199	-3.69656381395454	0.000218537345624728	0.00229185945251621	1.00121415671471	"ACSM3"	"acyl-CoA synthetase medium chain family member 3"
"ENSG00000005189"	225.942446582985	-0.445845613610795	0.13558198564024	-3.2883838623947	0.00100764348278115	0.0077418173672229	1	"REXO5"	"RNA exonuclease 5"
"ENSG00000005194"	1800.04087582982	0.327525774559387	0.078402648475884	4.17748355350689	2.94751969024134e-05	0.000467110687025884	1	"CIAPIN1"	"cytokine induced apoptosis inhibitor 1"
"ENSG00000005206"	1822.35100547222	0.238424387781984	0.0921328046412186	2.58783381999984	0.00965815624027753	0.0433499483100773	1	"SPPL2B"	"signal peptide peptidase like 2B"
"ENSG00000005238"	741.698894632277	-0.0189236230352122	0.0850954541663099	-0.222381127412846	0.824017202163155	0.903109730962856	1	"ATOSB"	"atos homolog B"
"ENSG00000005243"	1021.82572398325	-0.829713730732744	0.149864786696431	-5.53641551843281	3.08724647305378e-08	1.41361519887085e-06	1	"COPZ2"	"COPI coat complex subunit zeta 2"
"ENSG00000005249"	134.973932912164	-0.245936469801962	0.235146078642064	-1.04588803360962	0.295612729813622	0.490038029493	1	"PRKAR2B"	"protein kinase cAMP-dependent type II regulatory subunit beta"
"ENSG00000005302"	785.754623569272	-0.236136037828563	0.0623215766188083	-3.78899332526351	0.000151258977346194	0.00172158118490973	1	"MSL3"	"MSL complex subunit 3"
"ENSG00000005339"	3581.66191986531	-0.0663039014910451	0.07593411294325	-0.873176743904256	0.382566748778571	0.576828987084552	1	"CREBBP"	"CREB binding protein"
"ENSG00000005379"	455.45506051749	-0.192528446070875	0.165273419741142	-1.16490870929167	0.244055947741427	0.447304542107381	0.950711053979896	"TSPOAP1"	"TSPO associated protein 1"
"ENSG00000005381"	13.576697542647	-0.195309253334133	0.300130758877568	-0.650747207865505	0.515209683871851	0.690341620896815	1	"MPO"	"myeloperoxidase"
